id,latitude,longitude,area,ele,access,abandoned,surface,width,name,ref:linz:topo50_id,length,source,ref
5010562,50.4227663,-4.105734,,,,,asphalt,,,,1160,,
5014807,63.6994706,9.6033976,,9,,,asphalt,45,,,2714,Bing,15/33
5015610,69.9773859,23.3652774,,3,,,asphalt,,,,,,11/29
5020194,53.4269427,11.7834566,,,,,concrete,55,,,3000,,06/24
5023332,42.9424809,-87.9038049,,,,,,50,,,,,07R/25L
5023333,42.9450856,-87.8913942,,,,,,50,,,,,01R/19L
5023710,42.9548112,-87.8968538,,,,,,33,,,,,07L/25R
5028425,52.077479,0.0617165,,,,,,,Fowlmere,,,landsat,07/25
5028492,53.4635579,-1.0103947,,,,,,,,,,,
5029360,48.9199129,9.4548898,,,,,grass,30,,,500,,10/28
5029431,58.402625,15.5314722,,,private,,asphalt,37,08/26,,1870,,
5029826,5.6031849,-0.1680439,,,,,asphalt,,,,3400,,03/21
5047774,49.3934405,8.6519649,,,,,concrete,,,,,,08/26
5047846,60.2513826,25.0470732,,,,,,30,,,1024,,09/27
5048996,34.9166227,-81.9555958,,,,,asphalt,30,,,1784,,5/23
5051104,34.5891617,36.0110847,,,,,concrete,45,,,3000,,06/24
5051599,-33.5240238,25.6193987,,,,,grass,,,,,cd:ngi aerial,
5056130,23.9643515,32.8199586,,,,,asphalt,45,17/35,,,,
5056859,47.5609866,8.1997836,,,,,,,,,,,
5062066,45.2181799,5.8484642,,,,,asphalt,30,,,900,,04-22
5063893,-33.9013811,18.4981308,,15.8496,,,asphalt,32,,,1585,,02/20
5064973,44.4019454,-76.2438893,,,,,,,,,,,
5073573,59.378777,10.7854526,,,,,asphalt,45,,,2440,,12/30
5080250,48.0816145,11.2834157,,,,,asphalt,45,,,2286,,04/22
5080789,-41.3267505,174.8069162,,15,,,asphalt,45,,,1815,,34/16
5088516,52.2691595,20.9073127,,,,,concrete,90,Lotnisko sportowe Warszawa - Babice,,,,10R/28L
5089872,0.0392415,32.4384756,,1153,,,asphalt,46,,,3680,,17/35
5089873,0.0445511,32.4498136,,1153,,,asphalt,46,,,2408,,12/30
5090714,44.4020781,-76.2402198,,,,,,,,,,,
5097394,49.9607754,8.6404367,,,,,asphalt,25,08/26,,1500,,08/26
5098325,50.0775941,19.7838697,,,,,concrete,60,RWY 07/25,,2550,AIP Polska,07/25
5109063,-30.7380468,25.0662553,,,,,,,01/19,,,,
5109064,-30.7336106,25.0659482,,,,,,,11/29,,,,
5110729,62.6606945,29.6205291,,121,,,asphalt,52,10/28,,2500,,10/28
5110735,62.6514237,29.6072726,,,,,paved,,,,,,
5111877,40.8212434,-76.8641675,,,,,paved,,,,,,17/35
5117727,49.3684275,16.1160923,,,,,grass,100,,,702,dl.cz,13/31
5118241,49.9232033,9.1579582,,,,,grass,,,,,,07/25
5118439,-37.5098933,143.7927484,,,,,asphalt,,05/23,,1265,,
5118442,-37.5123987,143.7938805,,,,,asphalt,,18/36,,1245,,
5119182,-30.528844,151.6168414,,,,,paved,30,,,1738,lpi_imagery;survey,05/23
5121266,-19.6360683,-43.9665476,,,,,asphalt,45,,,3600,,16/34
5121275,-19.8508505,-43.9499226,yes,,,,asphalt,45,,,2540,,13/31
5121283,-19.9097292,-43.9893898,,,,,,,Aeroporto Carlos Prates,,,,09/27
5121625,-19.6617758,-43.8974199,,,,,asphalt,30,,,1840,,13/31
5123489,47.9750454,-4.1702628,,293 ft,,,asphalt,45,,,2150,,09/27
5123836,48.530228,-4.1517869,,,,,asphalt,,,,,,08/26
5132126,-32.1027898,115.8797937,,,,,paved,,,,1508,,12/30
5132127,-32.0970774,115.8794159,,,,,,,,,,,06L/24R
5132129,-32.0978266,115.8819962,,,,,,,,,,,06R/24L
5134304,47.7232682,-2.7185077,,,,,asphalt,45,,,1530,,04/22
5151267,15.589502,32.5532137,,,,,asphalt,100,Khartoum International Airport/run way,,3000,,18/36
5153575,-32.0062933,115.5387875,,,,,asphalt,18,,,1290,,9/27
5170665,35.5582018,139.7691623,,,,,asphalt,60,東京国際空港B滑走路,,2500,GSImaps/ort,04/22
5170667,35.5483045,139.7773549,,,,,asphalt,60,東京国際空港A滑走路,,3000,GSImaps/ort,16R/34L
5174155,29.6930892,-82.2766453,,,,,asphalt,,,,4158,,07/25
5174156,29.6883548,-82.2689838,,,,,paved,,,,7504,,11-29
5183110,45.8279531,13.4488395,,11,,,paved,45,,,,,
5190935,40.9001664,9.5205112,,,,,asphalt,45,,,2740,,05/23
5191127,40.6323816,8.2909429,,,,,asphalt,45,,,,,02/20
5199489,43.5794317,3.9689822,,,,,paved,,,,,,12L/30R
5212302,24.1785021,23.3151402,,,,,,,,,,,02R/20L - CLOSED
5214403,-32.1925637,24.5418897,,,,,asphalt,23,,,1500,bing,04/22
5214404,-32.1923465,24.5376476,,,,,grass,30,,,854,,15/33
5214909,36.1806536,37.2242903,,,,,,45,,,2900,,09/27
5231327,44.4743319,-123.3029792,,,,,,,Venell,,,,
5302387,48.6377755,8.8157758,,,,,grass,,Segelflugplatz Deckenpfronn,,950,,06/24
5367380,64.4721467,11.5776992,,,,,,,,,,,07/25
5367899,-23.4349857,-46.4729518,,,,,asphalt,45,,,3000,,10R/28L
5367900,-23.4295515,-46.4658753,,,,,asphalt,45,,,3700,,10L/28R
5446790,-28.4021447,21.258375,,851,,,asphalt,46,,,2438,,01/19
5446791,-28.3996108,21.2632785,,851,,,asphalt,60,,,4900,,17/35
5454681,36.8922345,-76.2048207,,,,,paved,150 ft,,,4876 ft,,14/32
5490827,56.6817183,14.94655,,,,,paved,30,Uråsa flygbas,,,,16/34
5497311,44.5309966,-122.9297343,,,,,,,,,,,
5547043,48.0376392,-114.6746507,,,,,grass,15,,,732,,8/26
5571140,-30.6804836,26.7318598,,,,,grass,30,,,1012,,12/30
5571143,-30.6799742,26.7320889,,,,,grass,30,,,1494,,06/24
5571149,-30.6813259,26.729731,,,,,grass,30,,,850,,18/36
5594364,-30.4129849,26.8494034,,,,,,,,,,,
5594367,-30.4133178,26.8487045,,,,,,,,,,,
5665243,41.2434051,-76.9189731,,160.32,,,asphalt,45.72,,,1302.41,AirNav:KIPT,12/30
5687568,43.6292274,-79.3962172,,,,,,,,,4000 ft,,08/26
5730260,-33.5559063,26.8822543,,,,,grass,35,,,717,,18/36
5730261,-33.553512,26.8793321,,,,,grass,35,,,1647,,10L/28R
5730263,-33.5552318,26.8843444,,,,,grass,35,,,1073,,07/25
5755919,51.4073836,9.376207,,,,,asphalt,30,,,,Bing,04/22
5782302,40.7771908,-73.867818,,3,,,asphalt,46,,,2135,,13/31
5782325,40.7773029,-73.8774026,,10,,,asphalt,46,,,2134,,4/22
5784583,40.6367494,-73.7910869,,4,,,concrete,61,,,4423,,13R/31L
5784606,40.6362747,-73.7744538,,4,,,concrete,61,,,3682,,4L/22R
5784630,40.650838,-73.774948,,4,,,asphalt,46,,,3048,,13L/31R
5784682,40.63533,-73.7626058,,4,,,asphalt,61,,,2560,,4R/22L
5789285,40.6891935,-74.1668501,,,,,asphalt,46,,,2138,,4R/22L
5789289,40.7020395,-74.1690514,,,,,asphalt,46,,,1982,,11/29
5825012,40.6903322,-74.1699498,,,,,asphalt,46,,,2140,,4L/22R
5837372,-33.263462,23.4907446,,,,,unpaved,,,,,,12/30
5837373,-33.2634179,23.4903761,,,,,unpaved,,,,,,07/25
5837374,-33.2631479,23.492355,,,,,unpaved,,,,,,03/21
5839858,-32.8971288,27.2793921,,,,,asphalt,60,,,2502,cd:ngi aerial,08/26
5880638,-33.6046176,22.1907006,,,,,,,,,,,
5880641,-33.6070107,22.1889952,,,,,asphalt,30,,,1701,,04/22
5884763,-35.1458044,150.6963903,,,,,,,,,,yahoo,08/26
5884764,-35.1483078,150.6972421,,,,,,,,,,bing,15/33
5887137,65.4590862,12.2135388,,,,,,,,,,landsat,04/22
5889751,-25.9885569,28.4296456,,,,,grass,,,,,,
5891672,-34.1587148,22.0557349,,531,,,asphalt,16,,,1145,,10/28
5892831,-34.005554,22.377856,,,,,asphalt,45,,,2000,,11/29
5915629,-31.5473831,25.0244556,,,,,gravel,30,,,1055,,11/29
5915630,-31.5523329,25.0324015,,,,,unpaved,30,,,1495,,18/36
5930488,-25.9918746,28.415933,,,,,grass,30,,,1000,,02/20
5948255,-25.9760591,28.3890729,,,,,grass,20,,,323,,03/21
5948260,-25.9751407,28.387533,,,,,grass,20,,,250,,09/27
5948267,-25.9758307,28.3880929,,,,,grass,,17/35 (CLOSED),,,,17/35 (CLOSED)
5949231,54.8698285,-3.3630001,,,,,,,,,,landsat,09-27
5949232,54.8729903,-3.3614395,,,,,,,,,,landsat,05-23
5953086,54.8820672,-3.2049819,,,,,paved,,,,,landsat,10/28
5953087,54.8815656,-3.2058409,,,,,,,,,,landsat,
5953088,54.8820959,-3.20174,,,,,,,,,,landsat,
5953089,54.9096895,-3.2787308,,,,,concrete,,,,,landsat,
5953090,54.9094199,-3.2803484,,,,,concrete,,,,,landsat,
5953091,54.9124555,-3.2756647,,,,,concrete,,,,,landsat,
5968196,-22.3559754,29.9875908,,,,,asphalt,,,,,,12/30
5971268,54.9132671,8.340583,,,,,asphalt,45,,,1696,Bing Sat,06/24
5981303,38.9253048,20.7641611,,,,,concrete,,,,,20140419 ¦ Bing Aerial Imagery Zoom Level 19,06/24
6000558,-23.926048,29.4843717,,,,,asphalt,25,,,2249,,08/26
6000560,-23.8488059,29.4586174,,,,,asphalt,45,,,2560,,01/19
6000563,-23.850487,29.4541527,,,,,asphalt,45,,,2320,,05/23
6063550,53.102041,-4.336521,,,,,asphalt,,,,932,Landsat,07/25
6063553,53.1040909,-4.3374629,,,,,,,,,,Bing,
6130514,-1.9686012,30.1392322,,,,,,,,,,Bing,10/28
6207135,-27.770538,29.9763568,,,,,asphalt,23,,,1400,,11/29
6211489,-28.5813749,29.7501105,,,,,asphalt,,,,,,11/29
6216186,-26.4952275,29.9799879,,,,,asphalt,10,,,1460,,13/31
6238476,63.0060773,27.7987099,,,,,asphalt,60,15/33,,2800,,15/33
6261486,-25.9102673,32.579022,,,,,,,,,,,05/23
6261489,-25.9206153,32.5748799,,,,,,,,,,,10/28
6415788,12.1889326,-68.9598047,,,,,asphalt,62,,,3410,Digital Premium Image 03-07-19,11/29
6461582,61.9430625,28.9451333,,,,,asphalt,45,,,2300,,12/30
6488676,62.1733113,27.8659967,,,,,asphalt,45,,,2000,,14/32
6567000,-37.0114886,174.7882766,,,,,asphalt,45,,,3535,,05R/23L
6736864,-29.0915725,26.2964289,,1358,,,asphalt,46,,,2194,,12/30
6736871,-29.096347,26.3023736,,1358,,,asphalt,46,,,2563,,02/20
6736880,-29.0402977,26.1592989,,,,,asphalt,10,,,1300,,01/19
6736917,-29.0302394,26.1628445,,,,,asphalt,15,,,1200,,10/28
6736983,-28.8030511,24.7640849,,1204,,,asphalt,45,,,2437,,10/28
6736998,-28.8067237,24.7651433,,1204,,,asphalt,46,,,3002,,02/20
6767699,-31.4015063,23.1526633,,,,,unpaved,,,,,,08/26
6767709,-31.4041032,23.1556694,,,,,unpaved,,,,,,14/32
6767720,-31.4031496,23.1583584,,,,,unpaved,,,,,,18/36
6835106,61.2498066,28.903401,,,,,asphalt,,,,,,01/19
6835152,61.2493683,28.9068974,,,,,,,,,,,
6971552,57.2024422,-2.1981742,,66,,,asphalt,,,,1953,,16/34
6971889,57.2011706,-2.1977636,,66,,,asphalt,,,,581,,14/32
7000940,57.2055632,-2.1988201,,66,,,asphalt,,,,476,,05/23
7007949,69.7257879,29.8930849,,,,,,,,,2210,,05/23
7039813,34.6300252,-117.6562612,,,private,,dirt,,,,,,7/25
7097756,35.3694586,-115.8943806,,,,,dirt,,,,,,
7620728,52.388288,11.8263755,,,,,concrete,,Ehemaliger Militärflugplatz Mahlwinkel,,,,09/27
7648522,57.6500125,18.3386875,,,,,grass,,,,,LFV AIP,10/28
7654237,52.1665686,20.9663921,,110,,,asphalt,60,,,3690,,15/33
7654240,52.1671581,20.9620429,,110,,,asphalt,50,,,2800,,11/29
7660413,47.9644679,16.2612485,,,,,asphalt,20,,,950,YWMS,13R/31L
7672738,40.5123875,-104.6511735,,,private,,asphalt,6,,,805,,17/35
7691595,38.8742093,-104.4104339,,,,,asphalt,13,,,1372,,17R/35L
7749911,59.3543722,17.9416501,,,,,asphalt,45,,,,,12/30
7759160,52.2865381,7.9698115,,,,,asphalt,20,,,805,frida;http://atterheide.de/flugplatz/flugplatzdaten/,09/27
7769081,43.6280374,-79.3940158,,,,,,,,,2880 ft,,06/24
7805902,-29.4622759,27.5517666,,,,,asphalt,23,,,1010,,11/29
7805903,-29.4555187,27.5546158,,,,,asphalt,45,,,3200,,04/22
7840051,58.5859625,16.2506403,,,,,asphalt,45,Kungsängen - Norrköping airport,,,Yahoo image,09/27
7849532,25.6710527,32.7064639,,,,,,,,,,,02/20
7850247,24.4156907,32.955511,,,,,,,,,,,
7856506,22.3759666,31.6117134,,,,,,,,,,Landsat,15/33
7857784,41.6622434,-1.0240985,,,,,asphalt,45,,,3050,,12L/30R
7857786,41.6718399,-1.0630533,,,,,asphalt,45,,,2710,,12R/30L
7917761,-41.2968094,173.2242012,,,,,asphalt,45,,,1347,,02R/20L
7920358,-28.7410649,32.0920505,,,,,asphalt,21,,,1300,,05/23
7920868,33.6167041,73.0988268,,,,,,,,,,,12/30
7925242,33.9938845,71.5145691,,,,,asphalt,,,,,,17/35
7930084,24.9047019,67.158898,,,,,concrete,45,,,3400,landsat,07R/25L
7934583,47.2883208,-2.3468823,,,,,asphalt,,,,,,11-29
7937072,18.8361028,-99.2605595,,4277,,,paved,45,,,9599,,02/20
7971032,48.1159485,16.554466,,,private,,asphalt,45,11/29,,3500,,11/29
7971033,48.1042121,16.5847581,,,private,,asphalt,45,16/34,,3600,,16/34
7971602,13.0746497,-59.492099,yes,,,,paved,46,Runway 09 / 27,,"3,353",https://upload.wikimedia.org/wikipedia/commons/b/b3/TBPB_Sir_Grantley_Adams_airfield_diagram_2013.jpg,09/27
7971870,55.9730951,21.093797,,,,,asphalt,45,,,2280,,01/19
7973542,54.9639234,24.08477,,,,,concrete,45,,,3250,,08/26
7974541,52.5911993,10.0221306,,,,,,45,,,1830,,08/26
7978956,-31.0129762,125.3264659,,,,,,,,,,,09/27
7978958,-30.8395059,128.112884,,156,,,asphalt,45,,,1519,"Bing, DAFIF, worldaerodata.com",18/36
7978959,-30.8368615,128.1167625,,156,,,asphalt,45,,,1349,"Bing, DAFIF, worldaerodata.com",09/27
7979908,-33.6044603,150.7822816,,20,,,asphalt,20,,,2134,NSW LPI Imagery;NSW LPI BaseMap;Australian AIP,10/28
7997264,-29.6732088,151.6896004,,,,,,,,,,lpi_imagery,
7997265,-29.6753889,151.6883532,,,,,,,,,,lpi_imagery,
7997364,62.651281,9.8512484,,,,,asphalt,18,Oppdal - Fagerhaug,,1000,,07/25
8003761,-31.9199025,26.8822037,,,,,asphalt,20,,,1200,,12/30
8009248,-20.7128529,116.7755554,,,,,asphalt,,,,2280,,08/26
8009418,-20.3823966,118.6297033,,,,,asphalt,,,,2500,,14/32
8009958,48.0705338,10.9060385,,623,,,paved,30,,,2066,,
8010060,-33.0362775,27.8254108,,133,,,asphalt,46,,,1585,,06/24
8010061,-33.0359801,27.8222011,,133,,,asphalt,46,,,1139,,11/29
8011430,53.3543588,-6.4815211,,,,,macadam,23.5,,,,,
8014694,-25.7985214,25.5480116,,,,,asphalt,45,,,4499,bing,04/22
8018284,31.6068872,-8.0362744,,471,,,asphalt,45,,,3100,,10/28
8023777,37.9351803,23.9318843,,,,,,,,,,,03L/21R
8023779,37.9381461,23.9571503,,,,,,45,Διάδρομος 03R/21L,,,,03R/21L
8023992,40.9139725,24.6195897,,,,,asphalt,,,,2998,,05R/23L
8024389,52.1985114,20.2909924,,,,,asphalt,60,,,2500,landsat,11/29
8034012,52.4512072,20.6517384,,104,,,paved,45,,,2500,landsat,08/26
8034845,40.6530736,-75.4406726,,,,,,,,,,,6-24
8034953,40.6508721,-75.4410075,,,,,paved,,,,,,13-31
8037038,52.9590986,-0.5640886,,,,,asphalt,45,,,1318,,10/28
8037039,52.9633531,-0.559371,,,,,asphalt,45,,,1868,,06/24
8037054,53.0275613,-0.4838721,,,,,asphalt,45,,,1462,,01/19
8037055,53.0297375,-0.492765,,,,,asphalt,47,,,2081,,08/26
8041521,51.7199384,19.3892321,,,,,asphalt,44,,,2500,,07/25
8042618,58.8819645,5.6376761,,,,,asphalt,60 m,,,2556 m,,18/36
8059770,49.3248378,8.5278393,,,,,grass,,,,,,14/32
8063237,62.3993393,25.6784926,,,,,asphalt,60,,,2601,,12/30
8068090,51.9574553,4.4416918,,,,,asphalt,45,,,2260,,06/24
8074911,53.6022201,13.3060553,,,,,concrete,45,,,2293,,09/27
8080960,-5.3937685,26.9896208,,,,,dirt,,,,1900,,11/29
8086288,-33.6678566,150.3222239,,,,,unpaved,,,,,lpi_imagery,
8086289,-33.6679314,150.3231731,,,,,unpaved,,,,,lpi_imagery,
8092232,47.6127867,19.1435158,,126,,,grass,400,,,800,,11/29
8094776,62.5791559,11.3447395,,,,,asphalt,40,Røros,,1720,,13/31
8099948,2.1707595,21.4968493,,,,,gravel,,,,2195,,05/23
8107943,50.9058435,4.4796723,,,,,asphalt,45,,,3638,,07L/25R
8107958,50.8991681,4.496408,,,,,asphalt,50,,,2987,,01/19
8107982,50.8941672,4.5026402,,,,,asphalt,45,,,3211,,07R/25L
8113537,42.5316771,8.7929817,,,,,concrete,,,,2310,,18/36
8117560,41.9208031,8.8005162,,,,,concrete,45,,,2407,,02/20
8123924,52.2325833,-0.4455264,,,,,concrete,30,,,1095,,08/26
8141139,37.4156629,-122.0501115,,,,,asphalt,61,,,2476,,14R/32L
8144162,62.4825466,33.7496888,,,,yes,concrete,,,,,,
8150234,34.7650948,-82.3695569,,,,,,,,,,,5/23
8160471,33.4255298,36.5183465,,,,,concrete,45,,,3600,,05L/23R
8177432,49.9458004,7.261077,,503,,,asphalt,45,,,3800,,03/21
8177552,58.7882847,16.9061666,,,,,asphalt,45,,,9398 ft,airportnavfinder.com,08/26
8219301,42.7824321,-71.514111,,,,,asphalt,30.480,,,1828.822,,14/32
8294992,39.1776895,23.5038796,,,,,asphalt,30,,,1628,,01/19
8381814,46.4268933,30.6764204,,,,,asphalt,56,,,2350,,
8384184,52.5269598,31.0169984,,,,,asphalt,43,,,2570,,10/28
8388475,50.3364041,30.880436,,130,,,concrete,60,,,3500,,18R/36L
8397826,39.780891,116.3864126,,,,,,,,,,,18/36
8422451,24.9604148,46.7124193,,,,,concrete,,,,,,15L/33R
8433379,20.9333495,-17.0297695,,,,,asphalt,,,,,,02/20
8447720,32.00716,34.8932267,,,,,asphalt,60,,,2772,,03/21
8560322,48.8383918,8.5428461,,470,,,grass,,,,,,06/24
8560405,48.8743342,8.2130769,,,,,grass,30,Segelfluggelände Rastatt Baldenau,,,,
8586294,52.3035109,4.7785309,,,,,asphalt,45,Aalsmeerbaan,,3400,,18L/36R
8586296,52.3072187,4.7932953,,,,,asphalt,45,Oostbaan,,2014,,04/22
8586298,52.318609,4.7388584,,-3.7,,,asphalt,45,Zwanenburgbaan,,3300,http://www.ais-netherlands.nl/aim/2018-03-15-AIRAC/graphics/eAIP/EH-AD-2.EHAM-AOC-18C-36C.pdf,18C/36C
8586325,52.3175287,4.7723161,,,,,asphalt,45,Buitenveldertbaan,,3453,,09/27
8589555,42.7445686,2.8697226,yes,,,,paved,45,,,2500,,15/33
8597604,43.3233556,3.3546791,,,,,asphalt,44,,,,,09/27
8598089,43.3107687,1.9217805,,169,,,asphalt,30,,,810,landsat,11/29
8599392,45.319167,-75.6582236,,,,,,,,,2438,,07/25
8599393,45.3189021,-75.6705755,,,,,,,,,3050,,14/32
8599401,45.3304456,-75.6864842,,,,,,,,,1006,,04/22
8624995,44.9298309,20.2641559,,,,,asphalt,45,,,2510,,12R/30L
8625054,44.9410064,20.2506814,,,,,asphalt,45,,,2502,,12L/30R
8666109,61.3915664,5.7596431,,,,,,,,,,landsat,07/25
8680734,41.6262609,-73.8849309,,,,,paved,30,,,1524,,6/24
8680786,41.6273838,-73.8818088,,,,,paved,30,,,836,,15/33
8697358,42.4280307,-73.2905676,,,,,asphalt,30,,,1765,,8/26
8697409,42.4269272,-73.2911819,,,,,asphalt,30,,,1066,,14/32
8697543,42.6962594,-73.1705602,,198,,,asphalt,30.5,,,1310,,11/29
8720799,42.2230382,-83.7448529,,,,,paved,22.860,,,1068.337,,06/24
8756401,47.7935939,13.003782,,430,,,concrete,45,,,2750,,15/33
8791913,41.1025254,-84.0543819,,,,,asphalt,,,,,,
8802719,54.0821029,11.6490599,,,,,grass,,,,,,
8832403,33.5620689,-86.0654052,,,,,,,,,,,
8877747,48.3401396,19.7354552,,215,,,asphalt,30,,,800,,13C/31C
8892642,31.8327811,-87.3200194,,,,,,,,,,,
8902990,34.2802703,-87.6004398,,,,,asphalt,,,,,,18/36
8909497,39.4144809,-77.3750978,,,,,paved,100',05/23,,5219',,05/23
8953373,64.8376017,-147.6144966,,,,,asphalt,46,,,2614,,7/25
8973641,60.5183397,-150.9529157,,,,,,,,,,,
8983404,61.6393721,-149.2860659,,,,,asphalt,,,,,,06/24
8989129,67.7342583,-164.558507,,,,,,,,,,,
8993691,64.1369666,-145.8307718,,,,,gravel,60 ft,,,2800 ft,,15/33
9036830,-8.728864,24.9913971,,,,,dirt,,,,1470,,10/28
9049757,-1.677236,29.2588656,,,,,paved,,,,,,01/19
9054748,30.9423378,-81.5309631,,,,,asphalt,,Union Carbide Plant Strip,,,,
9065676,55.8937574,23.3951272,,,,,asphalt,45,,,3500,,14L/32R
9068076,41.2530568,-70.0644193,,,,,asphalt,46,,,1921,,06/24
9068334,41.2536532,-70.0550467,,,,,asphalt,30,,,1372,,15/33
9068397,41.251684,-70.0575117,,,,,asphalt,15,,,822,06/010 (A0888/22) - RWY 12/30 NOW TWY C. 03 JUN 13:59 2022 UNTIL PERM. CREATED: 03 JUN 13:59 2022,C
9087872,42.3162874,-73.0320536,,,,,grass,30,,,671,massgis_import_v0.1_20071009091203;airnav.com,15/33
9093757,32.3732986,-84.8011032,,,,,dirt,35,Mc Kenna Leyte Heliport,,,,
9093760,32.372604,-84.8067534,,,,,dirt,35,Mc Kenna Leyte Heliport,,,,
9219071,43.1010625,6.1523574,,,,,asphalt,45,,,2120,,05/23
9219079,43.0952081,6.1489057,,,,,asphalt,45,,,1902,,13/31
9219356,43.2466828,6.130548,,,,,concrete,,,,1983m,wikipedia,11-29
9305842,33.7269554,-85.3117481,,,private,,dirt,,,,,,
9322834,-34.5568664,20.2401724,,,,,asphalt,30,,,2111,,10/28
9322841,-34.5657122,20.259912,,,,,asphalt,44,,,3110,,17/35
9336937,46.2478285,-84.4710307,,,,,asphalt,45.72,,,2195.5,,16/34
9373162,58.5138431,14.5071264,,,,,asphalt,,F6,,,Yahoo image,06/24
9373626,58.4282944,12.7112139,,,,,,45,F7,,2264,,10/19
9373766,58.429875,12.7100722,,,,,,40,F7,,1933,,11/29
9374517,56.2672778,15.2653889,,,,,asphalt,,F17,,,,
9377851,49.0788706,6.1344879,,,,,paved,46,,,1890,,01/19
9382514,31.640999,-81.3283532,,,,,asphalt,12.5,Eagle Neck Airport,,1077,,02/20
9382778,50.7823877,4.9574006,,,,,asphalt,,,,,,17-35
9382812,50.7810882,4.9563571,,,,,asphalt,,,,,,06-24
9388699,52.06656,7.6265575,,,,,asphalt,,,,,,A 1
9423395,43.5122284,-112.0747947,,4736',,,asphalt,45.72,,,2743.81,,03/21
9483798,31.4388474,-83.4309481,,,,,,,6/24,,,,
9550438,43.4392184,5.2114807,,,,,asphalt,45,,,3500,,13L/31R
9550448,43.4337345,5.213515,,,,,asphalt,45,,,2370,,13R/31L
9590386,43.6070927,5.1087959,,,,,asphalt,45,,,2001,,16/34
9600735,41.5041175,-74.1094398,,,,,paved,45,,,,,9/27
9600750,41.5040933,-74.0958217,,,,,paved,45,,,,,16/34
9609255,42.3893186,-72.9304501,,,,,asphalt,15,,,853,massgis_import_v0.1_20071009095148,N/S
9622796,46.9004001,-96.9185281,,,,,paved,15,,,1006,Bing,18/36
9623949,6.8231406,79.8869225,,,,,asphalt,30,04/22,,1833,,04/22
9625526,47.0604274,-97.1565973,,,,,grass,,,,,,
9628497,46.8539272,-97.20784,,,,,concrete,23,,,1189,,13/31
9629350,47.2349767,-97.0387451,,,,,concrete,18,,,792,,17/35
9629493,46.9102845,-96.8163511,,,,,paved,23,,,1159,,13/31
9650435,62.5602152,6.1094569,,,,,paved,45,,,2310,,06/24
9655725,47.530526,-102.237522,,,,,grass,9,,,762,,9/27
9660904,47.9034295,7.6175901,,,,,,45,,,1650,,05/23
9665790,48.9802468,6.2489833,,,,,asphalt,45,,,3050,,04/22
9713914,47.482766,-101.4081815,,,,,dirt,18,,,974,,11/29
9715134,28.0892902,-14.4912604,,,,,ground,,2nd runway post-war,,,,
9719392,36.7945555,27.091118,,,,,,45,Διαδρομος 14/32,,2390,,14/32
9732394,46.9138405,-102.0099275,,,,,grass,30,,,1158,,13/31
9737752,-2.9192418,25.9153684,,,,,,,18/36,,,"WorldView-1, DigitalGlobe, Nextview, 2013/09/21.",18/36
9738854,-7.2890412,27.3935386,,,,,gravel,,,,1365,,09/27
9743169,47.7704596,-98.1868407,,,,,grass,30,,,694,,13/31
9771735,46.21698,-97.6420859,,,,,concrete,23,,,1524,,16/34
9787944,47.328767,-97.677166,,,,,concrete,24,,,762,,17/35
9793710,52.0735262,11.619663,,,,,asphalt,30,,,,,
9793712,52.0738077,11.6341791,,,,,asphalt,30,,,,,
9799790,47.0598258,-98.5055776,,,,,grass,23,,,610,,N/S
9800119,47.4768347,-97.3280845,,,,,asphalt,18,,,1006,Bing,17/35
9801006,40.997674,-76.4352537,,,,,asphalt,18,,,927,,9/27
9803462,48.2925245,-97.3939422,,,,,concrete,6,,,730,,17/35
9807714,48.2983205,-97.5792587,,,,,asphalt,,,,,,
9820138,47.8378453,16.2239225,,,,,grass,,18L/36R,,,,18L-36R
9820170,47.8415744,16.2216095,,,,,grass,,18R/36L,,,,18R-36L
9820219,47.8391034,16.2194111,,,,,grass,,14L/32R,,,,14L-32R
9820264,47.8382689,16.2174626,,,,,grass,,14R/32L,,,,14R-32L
9820305,47.8381355,16.2226168,,,,,grass,,04/22,,,,04-22
9820485,47.8432481,16.2611839,,273,,,asphalt,23,09-27,,1067,http://eaip.austrocontrol.at/lo/150403/PART_3/AD_2/SRY/AD_2_LOAN/LO_AD_2_LOAN_en.pdf,09-27
9822143,53.5070736,8.5728751,,,private,,,30,,,,,
9829730,48.3811575,-102.8981685,,,,,grass,37,,,975,,3/21
9847313,24.0236708,121.6169031,,,,,,45,,,2751,CAA,03/21
9847782,25.0713317,121.2368183,,,,,concrete,60,,,3920,"Bing, ESRI, Maxar",05R/23L
9851937,-10.7665658,25.5090782,,,,,asphalt,,,,2510,,11/29
9852496,-22.4830449,17.4736898,,,,,asphalt,30,,,1524,,16/34
9852499,-22.4805963,17.4694449,,,,,asphalt,45,,,4532,,08/26
9872206,29.2653875,-94.8616181,,,,,paved,46,,,1828,,14/32
9872208,29.2652582,-94.859213,,,,,paved,45.72,,,1829,,18/36
9872209,29.2724156,-94.8629459,,,,,,,,,,,
9882912,48.2332058,14.187532,,,,,asphalt,60,,,3000,,08/26
9904223,-42.8288693,147.4795401,,,,,paved,18,,,630,,09/27
9923048,36.8531731,10.2275806,,7,,,asphalt,45,,,3194,,01/19
